Index;Arithmancy;Astronomy;Herbology;Defense Against the Dark Arts;Divination;Muggle Studies;Ancient Runes;History of Magic;Transfiguration;Potions;Care of Magical Creatures;Charms;Flying;;;;;;;;;;;
780;2,141548673;-0,495017087;-1,81979052;0,495017087;-2,447062199;-0,372101429;-0,769554559;0,362741293;0,513573953;1,344884263;-1,09991276;-1,611708477;-1,402422279;;;;;;;;;;;
782;-0,072483885;-1,234609221;1,116679315;1,234609221;0,12852877;2,015458005;0,787518192;0,149797077;0,572646385;-0,435350661;0,587341061;1,543807926;-0,241915589;;;;;;;;;;;
785;-0,751015412;1,047696494;0,589285472;-1,047696494;0,858571562;-1,014419386;-0,625615248;1,534055557;0,605434372;1,670718978;0,305936852;0,179113698;-0,484967034;;;;;;;;;;;
786;0,277623527;-1,174436111;0,795091572;1,174436111;0,374066496;1,493572648;0,95893744;0,446437504;0,099517892;-0,160023871;-0,808146934;1,421088759;-0,241608577;;;;;;;;;;;
787;-0,652901479;-1,025257501;-1,023458219;1,025257501;-1,897583325;-0,791411624;-0,822586672;0,575901914;0,541961678;1,666508293;-0,774512848;-0,586046548;-0,739377937;;;;;;;;;;;
788;0,633181714;-1,031122411;0,514064578;1,031122411;0,422492668;1,883143158;1,347791874;-0,273216542;0,440083565;-0,178053774;-1,059016355;1,246873564;-0,070295685;;;;;;;;;;;
789;-1,412775326;1,315134555;-0,921203212;-1,315134555;0,947393435;-0,285130174;0,964924196;-1,654419463;-1,69636165;-0,613592697;-0,96836804;-0,799461044;1,970210742;;;;;;;;;;;
791;-0,62642629;0,959578698;0,599907644;-0,959578698;0,541002947;0,031803334;-1,200076869;1,224100997;-0,003751749;-0,380513327;-0,451693673;0,029568206;-0,707858002;;;;;;;;;;;
792;0,144409005;0,954671482;-0,682269353;-0,954671482;0,716213217;-0,83342395;1,333453074;-1,911553727;-0,944535804;-0,141177086;1,687291284;-0,77686147;1,871455102;;;;;;;;;;;
793;-0,996120551;0,895997806;0,738129824;-0,895997806;0,093730064;-0,468294004;-0,453233134;0,221447785;0,172784474;0,411275559;0,985638808;-0,113989958;0,419286679;;;;;;;;;;;
794;0,503321514;-0,967307932;1,326682258;0,967307932;0,628121387;1,555820823;1,101730336;-0,074136638;0,35389386;-0,673413329;-0,284387858;1,543337908;0,111148615;;;;;;;;;;;
795;0,462470658;0,718890938;-1,322999253;-0,718890938;0,143372974;-0,731595452;0,837054707;-2,097525919;-2,193824668;-1,738459723;-0,030124217;-1,349961758;1,803196023;;;;;;;;;;;
797;-4,421902119;-0,584997584;0,84972295;0,584997584;0,622281045;1,399295665;0,489618075;0,530102316;1,285616296;2,126241138;-1,446219808;1,771186404;0,340486842;;;;;;;;;;;
798;-0,540831167;-0,98715733;0,439921134;0,98715733;-0,000202109;1,449513575;0,707867988;0,3022826;0,329331982;0,364970271;-1,120309919;1,096917232;-0,18286688;;;;;;;;;;;
799;-0,466017795;-0,949837903;0,575529603;0,949837903;0,521048444;1,182917445;0,694956499;0,272493605;0,3820352;0,058909773;1,052181372;1,27148864;-0,191565564;;;;;;;;;;;
800;-1,076624291;-1,088324243;-1,563317047;1,088324243;-1,967180737;-0,830165078;-1,132105208;0,857096759;1,0920507;2,402537914;0,207431;-0,692032836;-1,281766425;;;;;;;;;;;
801;-0,441878653;1,068373538;1,135342923;-1,068373538;0,074992299;-0,165132543;-0,97075627;0,730045529;-0,062952719;-0,429736149;-0,774240772;-0,098001369;-0,028542005;;;;;;;;;;;
802;-0,487341703;-1,235876984;0,360689685;1,235876984;0,101030492;1,812912238;0,837122304;0,585076807;0,699587262;0,79221108;0,429249742;1,373623736;-0,566836995;;;;;;;;;;;
803;-0,389107972;-0,890245912;0,375043116;0,890245912;0,719863431;1,594761108;1,127674378;1,018594219;1,115809464;1,844507146;-1,233774965;1,558037077;-0,738661574;;;;;;;;;;;
804;-0,410551677;-0,913765001;0,457611554;0,913765001;0,709156137;2,378644181;0,818166041;0,395734239;1,082316492;0,320822529;0,808580122;1,534936757;-0,776935781;;;;;;;;;;;
805;0,332251066;0,841011752;-0,910332703;-0,841011752;0,833506759;-0,720715319;0,858047333;-2,062952468;-1,828808184;-1,912383795;-0,217103099;-0,951573997;1,752231972;;;;;;;;;;;
807;-0,221990832;0,970507194;0,276171514;-0,970507194;0,64101881;-0,886466795;-0,765870673;0,570517633;0,814742888;0,65851361;-0,246903459;-0,193656358;-0,430318836;;;;;;;;;;;
808;0,488586454;0,455650523;-1,065001749;-0,455650523;0,565337707;-0,801028378;1,000053765;-2,049811766;-1,510188047;-1,399803167;0,590213787;-0,889836578;1,613462389;;;;;;;;;;;
809;-0,738855993;-0,921507006;1,354661731;0,921507006;0,080832641;0,85352609;0,543736198;0,914834732;0,332887677;0,683407122;-1,351377114;1,451637674;-0,026495256;;;;;;;;;;;
810;-1,123345212;-1,306917928;-0,61915192;1,306917928;-2,397905985;-0,882168564;-1,259270964;0,022103083;0,922106054;1,011144038;-0,608437791;-0,584353117;-0,528460451;;;;;;;;;;;
811;-2,489033666;1,182783926;0,715124006;-1,182783926;0,086186288;-0,062166755;-0,491248536;1,552375687;-0,38092427;1,761064762;0,649875289;0,130628974;0,27754931;;;;;;;;;;;
812;-0,937419906;-1,389759832;-1,046975504;1,389759832;-1,659589375;-0,975888799;-1,343876411;0,657500564;0,879222468;1,110548662;-0,872173996;-0,368446272;-1,187820645;;;;;;;;;;;
815;0,347585111;-1,185952029;0,965674382;1,185952029;0,375039886;1,487719612;1,155479293;0,584417194;0,576082823;0,571148234;-0,973600872;1,580370344;-0,301578323;;;;;;;;;;;
818;-1,418465695;-0,888625697;0,923624267;0,888625697;0,424196101;1,249341631;0,823592823;-0,195530732;0,652886716;0,25444164;-0,289423915;1,40600834;0,367708604;;;;;;;;;;;
819;0,560045504;-0,952876851;1,123726796;0,952876851;0,712806351;1,656353434;1,272879003;0,141283845;0,427884477;-0,168871929;1,41781813;1,574297662;-0,041845874;;;;;;;;;;;
820;-3,109763028;1,716644274;0,332287696;-1,716644274;0,911134643;-0,080937806;-0,572431179;1,556667114;-0,25044629;1,891396407;0,448474926;0,091680047;0,168969275;;;;;;;;;;;
821;-0,934904165;0,832152833;0,50888918;-0,832152833;0,442690518;-0,617672436;-0,292649598;0,470241323;0,298480918;0,879651443;0,376627941;0,016955099;0,20929023;;;;;;;;;;;
822;-0,589169351;-0,96379594;-1,175829305;0,96379594;-1,956230096;-0,51393157;-0,721037254;0,387766632;0,564509182;1,629813756;-0,104319573;-0,677445197;-0,719319796;;;;;;;;;;;
823;1,472421229;-0,480770777;1,42271524;0,480770777;1,152535459;1,466235799;1,162367574;0,891117473;0,622941555;0,200606611;0,111465267;1,620634868;-0,528358114;;;;;;;;;;;
824;-0,175629303;0,948908951;0,803455268;-0,948908951;1,009203725;-0,789231449;-0,591908182;0,254236003;0,473952351;-0,273542994;-1,196088727;0,094781257;-0,020047997;;;;;;;;;;;
825;2,127472498;-1,055207149;0,872255972;1,055207149;0,5964862;1,531252065;1,144779903;0,328854679;0,133581634;-0,780687169;1,37250216;1,291988495;-0,528153439;;;;;;;;;;;
826;-0,598633332;1,07232014;0,657852836;-1,07232014;0,293031746;-0,779985479;-0,903007147;-1,028437465;0,760499006;-1,011221331;1,054435247;-0,489630198;0,524898928;;;;;;;;;;;
827;0,149919677;-1,017248141;1,351815578;1,017248141;0,745901624;2,053177147;1,382460975;0,695962344;0,913309822;0,77195971;1,363142215;1,957117916;-0,325934636;;;;;;;;;;;
828;-2,156476548;-1,379164239;0,30157182;1,379164239;-0,078560035;1,433604511;0,817621773;0,328321987;0,760789205;1,399394967;1,215270751;1,442002867;-0,017796573;;;;;;;;;;;
830;-0,113574336;1,071170141;-1,391291547;-1,071170141;0,260909863;-0,609815238;0,604094459;-1,799402478;-2,42312055;-1,671403484;-0,052658954;-1,433495282;1,757041833;;;;;;;;;;;
831;2,662307244;-0,579152066;0,87260466;0,579152066;1,205828583;1,711072659;1,256556461;0,186708546;0,290252206;-1,058692411;-0,052706636;1,254153726;-0,628648815;;;;;;;;;;;
832;-0,829841991;-1,212385245;0,570969564;1,212385245;0,171844642;1,262532327;0,603320126;0,141383717;0,275504166;-0,112531223;1,039482044;1,27280765;-0,079096706;;;;;;;;;;;
833;1,220966837;0,655102268;0,18062305;-0,655102268;0,527132134;-0,526774324;-0,871611421;0,807534022;0,638109686;-0,147895517;-0,041248978;-0,213508657;-1,052018848;;;;;;;;;;;
834;-0,774315974;0,983507801;0,244760808;-0,983507801;0,514478059;-0,791735968;-0,665486019;0,995250138;0,646483573;1,355794338;-0,33029483;-0,107530336;-0,394910078;;;;;;;;;;;
835;1,033723762;0,793468835;-1,260484349;-0,793468835;0,087159679;-0,77682634;0,954750319;-2,134675727;-2,196901231;-1,736962587;0,252459758;-1,438226193;1,813634443;;;;;;;;;;;
837;-1,40570729;-0,719397132;0,522995087;0,719397132;0,501093942;1,36748624;1,000945337;0,140995838;0,611090872;0,981726784;1,636789039;1,305766974;0,173779135;;;;;;;;;;;
838;0,899550862;-1,352233102;0,722342381;1,352233102;0,178658375;1,450131001;1,064256694;0,846610376;0,389005435;0,517873523;-0,837282671;1,452593643;-0,617084683;;;;;;;;;;;
839;-0,794621605;0,83452231;-1,403422426;-0,83452231;0,377960057;-0,943780826;0,614627614;-1,680909398;-1,998515255;-0,978434676;0,03095114;-1,190689277;1,73585798;;;;;;;;;;;
840;0,648755355;0,593518147;-0,143675843;-0,593518147;0,508881065;-0,566616933;-0,831831692;0,26845623;0,809138521;-0,149331929;-0,856080359;-0,326570257;-0,824420358;;;;;;;;;;;
842;-0,956347869;-1,217363852;-0,555826306;1,217363852;-2,31833132;-0,547904284;-0,754480472;0,092968052;0,239728233;0,977533715;-0,874555601;-0,51041343;-0,180103769;;;;;;;;;;;
845;-0,166464815;0,567490055;-1,270034265;-0,567490055;0,239008579;-1,282458146;0,855915519;-2,078704334;-1,922554309;-1,14848311;0,186419137;-1,196928116;1,96826633;;;;;;;;;;;
846;0,374719185;0,713894247;1,103537299;-0,713894247;0,180605156;-0,248241507;-1,24166553;0,530625763;0,200208491;-1,313726737;-0,582360433;-0,054783582;-0,450274639;;;;;;;;;;;
847;-0,283267117;-1,346570616;-0,749827742;1,346570616;-1,128118222;-0,854092041;-0,936816569;0,852279165;-0,036720944;0,34241497;-0,943582911;-0,117145796;-0,956026319;;;;;;;;;;;
849;0,092117512;0,388909858;0,937488245;-0,388909858;-0,012612836;-0,710699239;-0,894326213;0,074764177;0,517744565;-0,658827746;0,35827115;-0,051640263;-0,076435932;;;;;;;;;;;
850;-0,048344743;-0,566176591;1,420644124;0,566176591;0,853947958;0,725301038;1,119837782;0,271973144;0,030748677;0,050094205;0,952003087;1,44928303;0,48427096;;;;;;;;;;;
852;0,649713733;-1,13219015;0,603594797;1,13219015;0,602326542;1,51703521;1,349578192;0,43558152;0,473156234;0,524303286;0,28597156;1,473811613;-0,339954867;;;;;;;;;;;
853;1,298535546;0,239853702;0,695455086;-0,239853702;0,879256108;-0,736592021;-0,832420542;0,292093189;0,694566538;-1,210029318;-0,776732877;0,189503038;-0,772125921;;;;;;;;;;;
854;-1,964920772;-1,345363902;-1,300855878;1,345363902;-1,727970049;-0,463972206;-0,839641806;0,528475072;0,845575088;1,990653297;0,572705627;-0,269753804;-0,807841691;;;;;;;;;;;
856;-0,841462323;-1,169832196;-0,61720875;1,169832196;-2,277692272;-1,242227033;-1,341220776;0,244055395;1,052884081;1,296294417;-1,043133252;-0,647995647;-0,676952092;;;;;;;;;;;
857;-1,607326032;-1,462017775;-1,125896313;1,462017775;-1,502873522;-0,80374448;-1,045072852;1,202943125;0,306230623;1,651440681;1,204936259;-0,111648971;-1,066243754;;;;;;;;;;;
858;0,116855641;-0,790358562;0,381907691;0,790358562;0,513017974;1,646834122;1,220192762;0,244490224;0,308335454;0,483305752;-0,198623884;1,196845632;-0,158203555;;;;;;;;;;;
859;-0,268172665;0,88920264;-0,976762667;-0,88920264;0,558523974;-0,726285273;1,233495608;-1,725447425;-1,187464521;-0,004239679;0,187757348;-0,856115892;1,788971117;;;;;;;;;;;
860;1,174245916;0,708440376;-1,020073472;-0,708440376;0,02826956;-1,20933112;1,715208064;-2,229708801;-1,852708141;-0,394044453;-1,163949927;-1,259893501;2,305979917;;;;;;;;;;;
861;0,674631557;-1,239923546;0,79624467;1,239923546;0,269183681;1,765024597;0,85791395;0,115959831;0,130954728;-0,853462891;0,465514123;1,335343987;-0,310277006;;;;;;;;;;;
862;-0,760838785;0,941191495;-0,792456124;-0,941191495;1,113356496;-0,319270499;1,107152261;-1,787614083;-1,355918814;-0,853031585;0,908198385;-0,553207859;1,779760747;;;;;;;;;;;
863;-0,180481091;1,288493867;0,51013778;-1,288493867;0,168437776;-0,884299404;-1,163066381;0,252762644;0,870734881;0,194670081;0,620603643;-0,55979722;-0,267704627;;;;;;;;;;;
864;0,029643255;0,951028109;0,558823917;-0,951028109;0,664866874;-0,296724728;-0,835990931;0,354188363;0,276985992;-0,65193285;1,084868781;-0,118563817;-0,321534126;;;;;;;;;;;
865;-0,03331019;0,689260526;-1,701592697;-0,689260526;-0,229922241;-1,050479581;0,65665828;-1,764978539;-2,317354631;-1,0251936;0,551982966;-1,580466484;1,724293848;;;;;;;;;;;
867;0,763281509;0,52814958;1,166173566;-0,52814958;0,022915913;-0,339124076;-1,223888917;0,252899508;0,331491414;-1,578685163;-0,153257006;-0,087064623;-0,414558868;;;;;;;;;;;
868;1,059959356;1,22638183;-0,79120614;-1,22638183;0,45461455;-0,336399695;1,675561946;-2,014053589;-1,780441938;-0,646795069;-0,507175023;-1,109745975;2,096392819;;;;;;;;;;;
869;-2,007808182;1,114004302;-0,870932925;-1,114004302;1,382012244;-0,520238613;0,575305718;-1,747214867;-1,797088683;-1,476179368;-0,494497784;-0,583456326;1,913925144;;;;;;;;;;;
870;-0,384016589;-1,12862008;-1,02967211;1,12862008;-2,470666916;-0,567465841;-1,184576455;0,234314367;0,716786981;1,082440579;0,862597886;-0,852806417;-0,859829116;;;;;;;;;;;
871;-0,078294051;-1,271213646;-1,414739734;1,271213646;-1,881035688;-0,318103066;-0,96434993;0,717651892;0,253172625;0,950471176;2,476249715;-0,625066036;-1,244720267;;;;;;;;;;;
873;-0,744845855;-1,118427053;-0,514378046;1,118427053;-1,9051271;-0,583574495;-0,737037924;-0,017905826;0,327780574;0,656693906;-1,114692639;-0,429990221;-0,232807556;;;;;;;;;;;
874;-1,543294411;1,304520329;1,04199506;-1,304520329;-0,20266731;0,2349739;-1,060986558;0,613161182;-0,38842568;-0,388356766;-2,457845943;-0,242230988;0,311832356;;;;;;;;;;;
875;0,666665041;1,024752299;0,242202141;-1,024752299;1,092428603;-0,885194609;-0,828388844;0,453437683;0,887756299;-0,075211958;-0,45813093;-0,188661417;-0,729860554;;;;;;;;;;;
877;0,575499347;-1,341386013;1,379083312;1,341386013;0,102490577;0,695569825;0,763448375;0,715828544;-0,454453788;-0,538627846;-0,405462013;1,446319524;0,054044318;;;;;;;;;;;
879;-1,160781847;1,004267067;-1,214936012;-1,004267067;0,794571144;-0,264139251;0,728043478;-1,569447741;-1,844716273;-1,037264636;0,172126544;-0,872127243;1,638535065;;;;;;;;;;;
881;-1,054401904;-1,548602166;-0,763762788;1,548602166;-1,96182709;-1,220911227;-1,719571639;0,824500036;0,789829494;0,811049161;2,650373441;-0,359155159;-1,22292239;;;;;;;;;;;
882;-0,274222426;1,142562441;0,301459664;-1,142562441;0,75952909;-0,237384275;-0,394206026;-0,245811296;0,218553173;-0,437406744;0,232953732;-0,267993227;0,191483514;;;;;;;;;;;
883;0,432820843;-1,0564095;-1,608661371;1,0564095;-2,597207667;-0,482903294;-1,201693095;0,101599954;1,162036402;1,361406109;-0,421956338;-1,209694861;-1,317789207;;;;;;;;;;;
884;-1,545271066;1,005527885;-1,015163945;-1,005527885;0,541002947;-0,842218119;1,200523993;-2,038453285;-1,85968734;-0,345086132;1,085535534;-0,931529366;2,460100118;;;;;;;;;;;
885;1,54945085;1,314984534;-1,099224008;-1,314984534;-0,106545009;-1,296460625;1,229425602;-2,219293011;-2,717373155;-1,450188367;0,85288303;-1,842849379;2,389180265;;;;;;;;;;;
886;0,162378589;-1,107406385;-1,015059377;1,107406385;-2,328551919;-0,761300202;-1,25923912;0,09346336;0,861854998;0,758497309;-1,559956457;-0,915590851;-0,977005497;;;;;;;;;;;
887;0,073848434;-0,993177284;-0,688464778;0,993177284;-2,082770846;-1,042515107;-0,952167613;0,087159327;0,701266446;0,97266639;-0,579498903;-0,75348005;-0,577991777;;;;;;;;;;;
888;-0,188687201;-0,887837633;-1,02581756;0,887837633;-2,198360955;-0,650858526;-0,799618674;0,446001679;0,400691206;1,501468276;0,288504854;-0,826344271;-0,67500768;;;;;;;;;;;
889;-0,547060623;-1,163476804;-1,465378083;1,163476804;-2,106862258;-0,616445357;-1,11394557;0,944868142;0,524762821;1,750425569;-0,622704108;-0,729233705;-1,271020992;;;;;;;;;;;
890;0,11601706;-1,097216084;-0,876840269;1,097216084;-2,178406452;-0,269571832;-0,699855247;0,118721142;0,042481401;0,512881043;-0,265976356;-0,716783341;-0,534600698;;;;;;;;;;;
892;-0,722024482;0,689704826;0,641354224;-0,689704826;-0,027943735;-0,451355703;-0,960792366;0,355125792;0,355229939;-0,126485198;-0,043788623;-0,166546656;-0,092605249;;;;;;;;;;;
893;0,463369137;-0,99728135;-0,698698946;0,99728135;-1,825795783;-0,515996881;-0,712401648;-0,437779973;0,547426482;0,084569693;0,600979239;-0,699928689;-0,44699984;;;;;;;;;;;
894;1,113149328;0,354113922;-1,024806705;-0,354113922;0,503527417;-0,560710793;1,454472826;-1,856619323;-1,086926534;-0,548232091;-0,109670552;-0,734402769;1,435395225;;;;;;;;;;;
895;-1,362700083;-0,936807968;-1,122306433;0,936807968;-2,357510283;-0,316867985;-0,540000178;0,072648151;0,706509106;2,145272908;-0,047684296;-0,72121608;-0,287558092;;;;;;;;;;;
896;0,468640215;-0,674087187;0,954580687;0,674087187;0,709642832;1,873495711;0,785225005;0,197805235;0,453741718;-0,630203762;-0,570252148;1,34241247;-0,357249896;;;;;;;;;;;
897;-0,053496024;-0,812792486;-0,599806846;0,812792486;-2,229752795;-0,580099756;-0,600861357;-0,083533047;0,282513031;0,938081078;-0,016410773;-0,795079517;-0,168744312;;;;;;;;;;;
898;0,719256026;0,730013758;1,217169184;-0,730013758;0,080102598;-0,618645518;-0,994445702;0,822523499;0,373757624;-0,425076764;-0,555003027;-0,034488578;-0,426327675;;;;;;;;;;;
899;0,9758018;0,584602859;1,486916147;-0,584602859;-0,32726128;-0,234835012;-1,688955268;0,228192611;0,281770101;-2,314500917;0,163622012;-0,222156767;-0,510653735;;;;;;;;;;;
901;0,880922392;-1,148914461;0,336614814;1,148914461;0,331480666;1,715087482;1,094031076;0,457834721;0,372251182;0,211113901;-1,068874676;1,239191666;-0,601631728;;;;;;;;;;;
902;-0,867877613;0,913133904;0,581182086;-0,913133904;0,454127855;-0,26477269;-0,658886219;1,243464484;0,029462323;0,722671124;-0,258963906;0,099250414;-0,310891031;;;;;;;;;;;
903;2,27805762;0,218804971;0,806364915;-0,218804971;0,3229635;-0,893894532;-0,930044529;0,848512756;0,851503151;-0,595815316;-0,460450129;0,008284228;-1,162645632;;;;;;;;;;;
905;1,557896555;-0,926078141;-1,566808914;0,926078141;-2,332445481;-0,743399194;-1,212936057;0,376497671;0,843599291;0,94602429;-0,209596956;-1,297521142;-1,553779368;;;;;;;;;;;
906;-0,643437497;1,116101325;1,536996103;-1,116101325;-0,299276306;-0,47794012;-1,493745024;1,042568607;0,172045349;-0,337435634;-0,374807703;-0,143912941;-0,161580691;;;;;;;;;;;
907;0,670678248;-0,997977343;-1,855744483;0,997977343;-1,795864029;-0,016900983;-0,692750752;1,084867716;-0,152318892;1,254630534;0,671023414;-0,852698302;-1,499540519;;;;;;;;;;;
908;-0,570061692;1,193447506;-0,782899782;-1,193447506;0,841780578;-0,825228406;1,111570511;-1,933502469;-1,725503442;-0,813210119;-0,559703616;-0,916752809;2,162195799;;;;;;;;;;;
909;0,718716939;1,06318825;0,128118945;-1,06318825;0,485519695;-0,454143712;-1,542257959;0,205746961;0,844173806;-1,13017108;-0,499081374;-0,588213413;-1,010469843;;;;;;;;;;;
911;-1,042961269;0,750831303;1,272679068;-0,750831303;0,089593155;-0,157050155;-0,879830376;0,428664792;-0,159912294;-0,731837588;0,086934421;0,131978712;0,290239154;;;;;;;;;;;
912;-1,004146965;1,095028259;-1,429278084;-1,095028259;0,540272905;-0,331474669;0,535554752;-1,164574665;-1,671912907;-0,452581087;0,514867034;-1,058584538;1,280149313;;;;;;;;;;;
913;0,916981359;-1,50979575;0,279082627;1,50979575;0,027539517;2,535123636;0,748693188;0,304374277;0,609870767;-0,613653392;1,128010419;1,323438752;-1,047516;;;;;;;;;;;
915;-0,643856787;1,024625768;1,23574483;-1,024625768;0,41008194;-0,86587465;-0,324480543;0,13426202;0,295972586;0,308874729;0,685768615;0,046207765;0,650978667;;;;;;;;;;;
917;-1,892802838;-1,13535843;1,073554813;1,13535843;0,089106459;1,049206975;0,34729523;0,40322424;0,303209848;0,165614221;0,778653044;1,479287953;0,173779135;;;;;;;;;;;
920;-0,712800095;0,982126217;-1,104914097;-0,982126217;0,533215824;-0,816393198;0,877207732;-1,895653502;-1,888440739;-0,96966247;-0,936019004;-1,073689993;1,997944191;;;;;;;;;;;
921;-0,093208807;0,582331197;-1,585164044;-0,582331197;0,307145906;-0,025113018;0,454157691;-1,433883046;-1,684687908;-1,388157549;-1,319670531;-1,069102478;0,940593652;;;;;;;;;;;
922;-0,135377433;-1,01203752;-0,832117761;1,01203752;-2,159181992;-0,642728641;-0,841924681;-0,062184638;0,640526951;0,918657819;1,148961573;-0,762248794;-0,525492665;;;;;;;;;;;
923;0,794967877;-1,369486378;1,387731156;1,369486378;0,41008194;1,250042573;0,936993905;0,483544624;0,103132808;-0,620533;-0,671528758;1,661350064;-0,174475209;;;;;;;;;;;
924;-0,100456539;1,052424679;0,775208769;-1,052424679;0,527375482;-0,288486515;-1,289297994;0,265220791;0,332203754;-1,253953389;0,99218098;-0,21276209;-0,380071148;;;;;;;;;;;
925;0,681340202;-1,40213582;1,2394714;1,40213582;0,086672983;1,594836101;1,000602277;0,131903729;0,133678937;-0,712694678;-0,446713378;1,514269607;-0,046860409;;;;;;;;;;;
926;1,535793965;0,50455034;-1,196377444;-0,50455034;0,193502579;-0,302713015;1,365428466;-1,679735995;-1,187902019;-0,478307727;-0,5201909;-0,987157685;1,215574382;;;;;;;;;;;
928;-0,137294188;0,658295951;1,190143842;-0,658295951;0,059174705;-0,45706442;-1,034478633;-0,566187379;0,341449512;-1,718598244;0,737683849;-0,160760765;0,32247545;;;;;;;;;;;
929;0,510629145;0,709531799;-0,649632314;-0,709531799;1,24257407;-0,136979925;1,299799704;-2,023944112;-1,422521327;-1,698998693;1,090918362;-0,467806781;1,635362604;;;;;;;;;;;
930;-0,00563703;-1,035943031;-1,357461777;1,035943031;-2,503762189;-0,585356018;-1,164552717;0,061942129;1,151392968;1,405054508;-1,174909813;-1,062389068;-1,074226075;;;;;;;;;;;
931;0,068757052;-0,960541176;0,183855903;0,960541176;-2,421024006;-0,728284587;-0,820838879;-0,883195755;0,371735759;-0,397693808;-1,289672583;-0,711514128;0,337519056;;;;;;;;;;;
933;1,827440328;1,099536594;-0,793157584;-1,099536594;0,358978945;-0,486514023;1,605406377;-2,262129966;-2,043527369;-1,436470181;-1,353269083;-1,264129356;2,097723205;;;;;;;;;;;
935;-1,305017715;-1,582495959;-1,808142542;1,582495959;-1,171434094;-0,970063675;-1,549291816;1,646224181;0,943461951;1,89930731;1,459402204;-0,186955467;-2,09360942;;;;;;;;;;;
936;0,804192264;0,895400702;0,932956201;-0,895400702;-0,12163256;-0,860356031;-1,36420624;-0,42726306;0,905437806;-1,337401884;-0,320773473;-0,573346949;-0,200264247;;;;;;;;;;;
937;-0,853442046;1,142756445;0,425472465;-1,142756445;0,925248804;-0,652734311;-0,716810728;-0,042049371;0,529474401;-0,195581844;-1,397106089;-0,147203069;0,083619841;;;;;;;;;;;
940;2,525379007;0,353868271;-1,731213727;-0,353868271;-0,47302649;-1,026924172;0,905404582;-1,849909832;-2,246597397;-1,62304523;-0,463668919;-1,753031494;1,2292876;;;;;;;;;;;
942;0,25588033;0,888931009;-0,499467845;-0,888931009;1,197798112;-0,538287491;1,509349098;-1,920553559;-0,960164746;-0,543044861;1,658063906;-0,448779574;1,825096237;;;;;;;;;;;
946;-0,198869966;1,18843263;0,85619579;-1,18843263;0,445854037;-0,690489112;-1,002841947;0,620607476;0,497450266;-0,007840634;0,763652184;-0,195597886;-0,236798717;;;;;;;;;;;
947;-0,967848404;0,75001216;1,126650489;-0,75001216;-0,02745704;-0,099826788;-1,01936203;0,931174236;-0,125620904;-0,297838621;-0,274921271;0,104793899;-0,08012008;;;;;;;;;;;
948;0,614493346;0,749601192;-1,187888839;-0,749601192;0,148483273;-1,1103075;1,182737448;-1,852803659;-1,638953229;-0,429210278;-0,069901441;-1,229558541;1,821309751;;;;;;;;;;;
949;0,947469755;0,767591228;0,772779403;-0,767591228;0,26626351;-0,616626732;-0,893175144;0,056350451;0,556080293;-0,897690704;2,305839908;-0,274910349;-0,323683212;;;;;;;;;;;
950;0,482656491;0,826591672;0,384602769;-0,826591672;0,506204241;-0,522522401;-0,756096633;0,922973956;0,497442051;0,299404553;-1,439049613;-0,123067116;-0,711030463;;;;;;;;;;;
951;-1,603732115;1,04730135;-0,848927861;-1,04730135;0,923302023;-0,864619998;0,778859845;-2,173991964;-1,97504162;-1,480014157;0,802002088;-0,855180408;2,344151786;;;;;;;;;;;
952;-1,949107538;-1,555089388;-1,339015872;1,555089388;-1,35516153;-1,087081017;-1,412772856;1,755236671;0,530243908;2,072562011;-0,363726858;-0,035717681;-1,555416767;;;;;;;;;;;
953;0,899550862;0,413582265;1,348264118;-0,413582265;-0,135503373;-0,697663314;-0,736823211;0,245134565;0,340602266;-0,786720334;1,331539251;-0,001579328;-0,029565379;;;;;;;;;;;
954;-1,202890574;1,021864797;0,55443552;-1,021864797;0,207130044;-0,456728315;-0,219616367;0,616486911;0,137316606;1,267449038;-0,239079584;-0,070571873;0,363512768;;;;;;;;;;;
955;-0,900941649;-1,136585664;-0,483380969;1,136585664;-1,81192497;-0,50550158;-0,62383711;-0,122024954;0,317263369;0,634815365;0,459621925;-0,349034401;-0,118496624;;;;;;;;;;;
956;1,141900664;1,29611917;-0,798920271;-1,29611917;0,38574718;-1,23260756;1,171724645;-2,541972851;-2,718602513;-2,238224414;1,790707704;-1,560303495;2,585156482;;;;;;;;;;;
957;0,04461791;0,754850829;0,47321193;-0,754850829;-0,026970345;-0,890910605;-1,18035606;0,487844966;0,887484682;0,196137396;-1,791446295;-0,367352598;-0,542378344;;;;;;;;;;;
958;0,984546998;0,493291781;0,446091469;-0,493291781;0,909917905;-0,829729411;-0,268020898;-0,063196102;0,676513154;-0,379708884;-0,017584259;0,038242491;-0,245292725;;;;;;;;;;;
959;-0,812052102;1,209426147;1,195157471;-1,209426147;0,443177213;0,114746484;-0,527681921;0,556143825;-0,461741463;-0,512055346;-0,9135582;0,075297689;0,402196324;;;;;;;;;;;
960;-0,798275421;1,35005618;0,685216417;-1,35005618;0,50936776;0,261402195;-1,302394573;0,800625019;-0,187219498;-0,962036788;1,400728915;-0,202348851;-0,400947988;;;;;;;;;;;
961;2,256254523;-1,211834261;0,734411077;1,211834261;0,403511555;0,839578494;1,009077822;0,893753077;-0,391151832;-0,461280032;-0,03589813;1,175235032;-0,600096666;;;;;;;;;;;
